host,file,n_obs,best_kernel,logL,BIC,AIC,n_params,convergence_gap,ks_statistic,ks_pvalue,lb_statistic,lb_pvalue,lb_df,whitened_std,whitened_kurt_excess,n,p_log_sigma,p_log_rho,p_log_Q,p_log_jitter,p_log_period,p_log_Q0,p_log_dQ,p_logit_f,p_sho.log_sigma,p_sho.log_rho,p_sho.log_Q,p_matern32.log_sigma,p_matern32.log_rho
HD 80606,UID_0045982_RVC_008.tbl,23,matern32,-73.14268731324543,155.6918572742783,152.28537462649086,3,7.577614395870569e-05,0.21420682307294892,0.20935801648568253,1.5302005878279696,0.8212786849464194,4,0.53291941299196,-0.5589778966366521,23,-3.1142168989298704,2.0792527738822724,,-6.760079219723834,,,,,,,,,
HD 81040,UID_0046076_RVC_001.tbl,23,sho,-101.72125388116673,215.98448462605006,211.44250776233346,4,0.42972139224761463,0.1696524110191705,0.47128038950204076,3.742205540190301,0.44201716020104476,4,0.9837328435426775,-0.48229414558690653,23,2.871888045743337,5.2721683897143645,2.5466308056525895,2.1761368886385095,,,,,,,,,
HD 82943,UID_0047007_RVC_001.tbl,23,matern32,-70.68009602365669,150.76667469510082,147.36019204731338,3,5.88329385209363e-11,0.19924884602389004,0.28150047120775945,2.6575540058134917,0.6166622790919516,4,0.9934130098361951,-1.3808014252081573,23,1.566555415900897,7.237774597380423,,1.116891950678532,,,,,,,,,
HD 83443,UID_0047202_RVC_001.tbl,16,matern32,-54.08351817170616,116.48480251013166,114.16703634341232,3,4.1699017572227604e-08,0.19870708239354418,0.4915054776974761,2.955133821900706,0.3985945127007038,3,0.6753372074548203,-0.5214304817600679,16,-2.7230994379875058,7.045751837897386,,-7.328269623975597,,,,,,,,,
HD 83443,UID_0047202_RVC_002.tbl,20,matern32,-53.36264397364868,115.71248476795934,112.72528794729736,3,0.6264028779267434,0.21910938021779042,0.25274837917475723,2.772928638414375,0.5965146886903872,4,1.0413904823592466,-0.24465495187631436,20,-3.3172333327915005,2.2186342774393544,,0.6089431631458921,,,,,,,,,
HD 83443,UID_0047202_RVC_003.tbl,23,sho,-74.98449616983379,162.51096920338418,157.96899233966758,4,4.003798017308796,0.16228054549834364,0.5272563220869577,6.409514561819413,0.17058173538688004,4,0.8237144990718755,-1.1785515492450807,23,1.8054270635147995,4.526155322622807,6.907755278982137,-5.1048077680695,,,,,,,,,
HD 83443,UID_0047202_RVC_004.tbl,28,sho,-68.2300658560796,149.78894975286002,144.4601317121592,4,1.36011228948513,0.1605553914847479,0.42171636876575336,3.6696430323061286,0.5978879489085916,5,1.0588312414457084,0.19407617718312054,28,0.46210436184356546,2.6655729508650863,6.907755278982137,-5.838650513431356,,,,,,,,,
HD 83443,UID_0047202_RVC_005.tbl,257,matern32,-909.753648482296,1836.1545252192775,1825.507296964592,3,4.14956160219208,0.07010192060756354,0.1525009052406382,23.51677579403012,0.2641374262495364,20,1.0361772675910355,0.3740483404858139,257,1.6992544518748547,1.0939597274264765,,1.3523733180776978,,,,,,,,,
HD 86081,UID_0048711_RVC_001.tbl,26,matern32,-67.53083915957819,144.83596793322084,141.06167831915639,3,0.08472659310713482,0.11082073920323054,0.8723533638360257,8.019598699574187,0.15515880733761545,5,1.0116015838254724,0.4046205723773766,26,0.10868551525722195,0.6386909944413165,,-0.059521423097818424,,,,,,,,,
HD 86264,UID_0048780_RVC_001.tbl,37,sho,-171.8051550216171,358.0539816938111,351.6103100432342,4,3.2714524912723277,0.10576850765524715,0.7630143776404631,4.48462562875309,0.7225678087599774,7,0.9721594207943635,1.3900821509092811,37,2.7286258313876344,5.308510038841085,6.907755278982137,2.7639629721795127,,,,,,,,,
BD -08 2823,UID_0049067_RVC_001.tbl,83,sho,-228.5884309717014,474.8522243745892,465.1768619434028,4,2.944464203826925,0.1257602922295855,0.13280573040805543,10.053602885367056,0.8638140885841897,16,0.9945266451371442,-0.43199474850859865,83,0.9365492844148984,3.298737598332941,2.5801630641447555,1.0343751092871452,,,,,,,,,
HD 86728,UID_0049081_RVC_001.tbl,44,matern32,-106.33732735089046,224.0272236035357,218.67465470178092,3,0.149960522373064,0.10942092291198768,0.6283378658709089,8.47074861330084,0.38888649167542,8,0.9907760401625872,0.33692271896162396,44,-0.27818173599262247,5.395417152561598,,0.909358433164907,,,,,,,,,
HD 86728,UID_0049081_RVC_003.tbl,15,matern32,-50.658939735918835,109.4420300751443,107.31787947183767,3,3.1462811023175163e-08,0.12796579324512014,0.9403706800785738,2.4751560213014527,0.4797976828305778,3,0.7726365841443327,-0.9799471436537979,15,-2.674109709216769,7.027439215807484,,-7.279276872084604,,,,,,,,,
HD 87883,UID_0049699_RVC_001.tbl,25,matern32,-87.92509372100668,185.50681491661794,181.85018744201335,3,0.5988961296255866,0.11383884904690567,0.8662837075815089,6.493560183778279,0.2611092023404973,5,0.9957874067869182,-0.28866927975088297,25,1.3905409027328344,-2.670574428347695,,1.8128419978990122,,,,,,,,,
HD 88133,UID_0049813_RVC_001.tbl,21,sho,-58.47918854472279,129.13646684033927,124.95837708944558,4,1.1737481838233492,0.23761540443111273,0.15823051562783608,2.0147841562366584,0.7330395134501734,4,0.8717179643798126,-0.023186928087739922,21,1.3401842919934317,1.8653550792246028,5.869248403733638,-4.832935306122232,,,,,,,,,
HD 88133,UID_0049813_RVC_002.tbl,17,sho,-44.86140797624994,101.05566932872475,97.72281595249989,4,2.279917460780702,0.1630918553122308,0.6973868003638,4.487565900852862,0.21340206573493126,3,0.7658956510255003,-1.0994521848753307,17,0.8559525052010201,2.143901266353129,6.907755278982137,-6.548900122097724,,,,,,,,,
HD 89307,UID_0050473_RVC_002.tbl,59,sho,-211.61326450681702,439.53667878925694,431.22652901363404,4,2.780685808115436,0.10182468397682509,0.5396155123961476,14.836598766731234,0.19010040612878165,11,0.9808880607564969,-0.18063394009620426,59,1.3155751827498974,4.431064445591152,6.907755278982137,1.7318118372908646,,,,,,,,,
HD 89744,UID_0050786_RVC_001.tbl,50,matern32,-202.5803469865496,416.89676298938366,411.1606939730992,3,0.3321007541483709,0.11070994603600165,0.5357236731245856,18.52250063967081,0.046763939067479,10,0.9961809975809872,-1.1648149264607341,50,2.0807161549760482,3.06413391966515,,1.621515446019585,,,,,,,,,
HD 89744,UID_0050786_RVC_003.tbl,33,sho,-120.83340514244544,255.6528405307568,249.6668102848909,4,2.0976233238439335,0.15855384414319212,0.3413629416291861,3.045011935417088,0.8031765292041583,6,0.9648692841932814,0.809863378588703,33,1.748102752586946,4.74962964896422,6.907755278982137,-6.874529139055156,,,,,,,,,
24 Sextanis,UID_0050887_RVC_001.tbl,24,matern32,-70.2114601577509,149.95708180654566,146.4229203155018,3,0.00025954525396798545,0.21409638655022817,0.19130376213442946,4.686938893974375,0.32095305182357825,4,0.992692652301298,2.7520416641077645,24,-3.105843808421249,3.6840985243721867,,1.43571775432197,,,,,,,,,
24 Sextanis,UID_0050887_RVC_002.tbl,50,matern32,-171.41626707300867,354.56860316230177,348.83253414601734,3,5.8622169887988775,0.12030315658863566,0.4306241049489452,6.007944273662168,0.8145953597092512,10,0.9802162863965215,-0.4096091733520564,50,0.879704642748081,7.5325240420966,,1.7228373271125643,,,,,,,,,
HD 92788,UID_0052409_RVC_001.tbl,27,matern32,-71.26967902609407,152.42686865020113,148.53935805218813,3,2.1739899675823864,0.08142691217587944,0.9874358609877713,5.0678210561978005,0.4076594588658844,5,0.990484104565476,-0.4943553503671443,27,-3.3592082650843684,7.536290787462323,,0.7815554424666921,,,,,,,,,
HD 92788,UID_0052409_RVC_002.tbl,31,matern32,-111.95191445982267,234.20579053310078,229.90382891964535,3,0.4685303794221909,0.09140083498455037,0.9370024959119441,6.430503575743733,0.37672976437533956,6,1.0024712075135578,-0.13498419815595497,31,-2.370498362300031,7.315172200396278,,1.3213103590262956,,,,,,,,,
HD 92788,UID_0052409_RVC_004.tbl,15,matern32,-50.29941640861141,108.72298342052945,106.59883281722281,3,0.00010991891616640714,0.17533280774796678,0.6828074955875962,1.2135685658293962,0.7497518825597247,3,0.7862463939812143,1.015418743011053,15,-2.672738029302809,0.7561219798874852,,-7.166094897017092,,,,,,,,,
HD 92788,UID_0052409_RVC_005.tbl,55,matern32,-193.4328259799384,398.8876515155742,392.8656519598768,3,0.3070367666010725,0.06415218536294565,0.9665076737532836,16.7809711507111,0.11452342553408534,11,1.020942120588114,-0.15961808354941898,55,1.9571925820042086,3.183976919881179,,0.9567178862640022,,,,,,,,,
HD 93083,UID_0052521_RVC_001.tbl,16,sho,-26.61940491953351,64.32916472802614,61.23880983906702,4,0.20760757808743335,0.1982548021788314,0.49436899530453815,1.4898901542439944,0.6846056355677215,3,0.9329793931004862,0.4518109595739781,16,0.11003303398193846,5.416144851924308,6.907755278982137,-0.6925924159802578,,,,,,,,,
47 UMa,UID_0053721_RVC_001.tbl,91,sho+matern32,-284.2438448265038,595.5528466921087,580.4876896530076,6,7.432750518049033,0.10300719390731328,0.27009895596408784,17.828450989338524,0.46700651911912017,18,0.9610054223037329,-0.5305606862526169,91,,,,-7.182137288085223,,,,,0.8028922305584687,3.8417044335366723,6.907755278982137,0.6147646055999675,7.243435255719087
47 UMa,UID_0053721_RVC_002.tbl,44,matern32,-151.13640251664594,313.6253739350467,308.2728050332919,3,3.2094220898670756e-05,0.08547125878069861,0.8776256982451183,8.58202887699502,0.378771717718394,8,0.9989927186380057,-0.27990813997646313,44,0.7054884664304409,7.863594170393106,,-1.1375188750479046,,,,,,,,,
47 UMa,UID_0053721_RVC_004.tbl,35,matern32,-116.22187911358823,243.1098024116447,238.44375822717646,3,0.009025791112989623,0.08386767113078125,0.9489938065923602,8.954025126411212,0.25597373885944763,7,0.9969128048448735,0.5147317942959648,35,-2.591892996871712,7.970364932414599,,0.134462016614119,,,,,,,,,
47 UMa,UID_0053721_RVC_005.tbl,77,matern32,-242.54890887350598,498.129234012573,491.09781774701196,3,0.031200143262452684,0.06167916567382614,0.9137510963955822,10.313814791553988,0.7995495832260499,15,1.0096222991890762,1.0642249836227249,77,1.6732065177657331,3.1045113305950163,,-0.039941877534798775,,,,,,,,,
47 UMa,UID_0053721_RVC_006.tbl,43,matern32,-145.94852003170132,303.1806404104833,297.89704006340264,3,2.4872332868292517,0.07663298342407854,0.9455680478553848,8.466903550625608,0.3892389596066188,8,1.0402499568103865,-0.15473784963107384,43,-2.532860416076768,8.19216085004921,,1.415652204305869,,,,,,,,,
HD 95128,UID_0053721_RVC_007.tbl,48,sho,-119.64334868189783,254.77150140742722,247.28669736379567,4,16.34642853460963,0.10980789582655537,0.5712594036330099,7.785229901089231,0.5559265239746062,9,1.0087528494011941,0.6150013284677645,48,0.23550454653155772,5.187304136959538,6.907755278982137,0.9181064484722737,,,,,,,,,
HD 95128,UID_0053721_RVC_009.tbl,19,matern32,-67.32360278110274,143.4805224997048,140.64720556220547,3,4.175841183950979e-08,0.2055258418618799,0.349701301289552,2.5411030546435405,0.4679086162504619,3,0.8562757955811025,-1.0219724614191334,19,-2.4415158929477525,7.525696951040406,,-7.046686078935844,,,,,,,,,
HD 99109,UID_0055664_RVC_001.tbl,41,matern32,-122.4320793816864,256.00487496348575,250.8641587633728,3,1.5234441966283896,0.11423760411748518,0.6174421365471015,4.83367850609179,0.7751959363094973,8,1.0593615490469157,-0.5854988700523065,41,0.9015891853306698,7.856289421068178,,0.8360973640108182,,,,,,,,,
83 Leo B,UID_0055848_RVC_001.tbl,51,matern32,-131.8430159919213,275.4815088820156,269.6860319838426,3,1.2543969518594622,0.0793599758359601,0.8797489515265414,16.371174567429826,0.08948869737611742,10,1.006556238408026,-0.11731667765435905,51,-3.4090105442429044,8.099222623071256,,0.4217097490587614,,,,,,,,,
HD 99492,UID_0055848_RVC_002.tbl,35,matern32,-98.05175416367526,206.76955251181874,202.1035083273505,3,0.9699074989763545,0.09141621165207714,0.9060344577715266,6.542463759665715,0.478017838647982,7,1.027651133209669,-0.15808929653541925,35,-3.1901432725187635,4.24187336574299,,0.8497277219620056,,,,,,,,,
HD 100655,UID_0056508_RVC_002.tbl,32,matern32,-113.71865735163337,237.83452241166592,233.43731470326674,3,4.023420201826724,0.14048437911005218,0.5082084176899868,6.291005376537543,0.3913933546072814,6,1.0626740637593626,-0.862491414284746,32,-2.3985867790894213,3.9508936573206577,,1.6933647010391721,,,,,,,,,
GJ 433,UID_0056528_RVC_001.tbl,166,matern32,-436.2090860869659,887.7541355390015,878.4181721739318,3,4.901293038983567e-06,0.09951067016042892,0.06968123383610125,42.96411800600658,0.0020667586412127514,20,0.8106284771783541,0.6179401728769607,166,0.8736328137774778,3.5060607115093045,,-7.914663527337966,,,,,,,,,
HIP 57050,UID_0057050_RVC_001.tbl,37,matern32,-127.6649753889446,266.1627045158219,261.32995077788917,3,1.380755065838457e-09,0.1294430668340527,0.5228728757277854,2.208484031440862,0.9474058525747754,7,0.997408712451995,-0.1998221609615185,37,1.5277361516699968,6.656165596126443,,1.8048280903560823,,,,,,,,,
GJ 436,UID_0057087_RVC_001.tbl,42,sho,-120.5334151188895,256.01750871091247,249.066830237779,4,0.2506132729057242,0.10676260623064893,0.6848860666089631,9.308929597766342,0.31690904768924577,8,0.9592652037946932,0.3020825947660599,42,0.6830867535966245,6.051705988437729,6.907755278982137,-7.59800262021895,,,,,,,,,
